text,label,word_count
"The main sewage line in our neighborhood has been blocked for over a week. Filthy, black water is overflowing from the manholes and flooding the streets. The entire area stinks, and it's impossible to even walk outside without feeling sick. We can't open our windows because of the foul odor. This is a breeding ground for all kinds of germs and diseases like cholera and typhoid. Children are especially vulnerable. We have made countless calls to the water and sewage board, but we only get empty promises. This is an emergency.",1,91
"People are openly dumping construction debris and household garbage on the empty plot next to the park. It has turned into a mini landfill. It's not only an eyesore but also a serious environmental and health problem. We've seen people setting the garbage on fire, which creates toxic smoke. The authorities need to fence this plot and put up a ‘No Dumping’ sign with a heavy penalty. Regular patrolling is also needed to catch the culprits. We need to reclaim our public spaces from such illegal activities and keep our neighborhood clean.",1,92
"The underground drainage system in our area seems to be completely choked. After a short spell of rain, the water has nowhere to go and it stagnates on the roads for days. The storm water drains are filled with silt and plastic waste. No pre-monsoon cleaning was done this year. This stagnant water is a perfect breeding ground for mosquitoes, and we are seeing a rise in cases of dengue and malaria. The health department must take immediate action to clean the drains and prevent a major health crisis.",1,89
"The public toilet near the bus stand is in a pathetic and unusable condition. There is no water supply, the doors are broken, and the stench is unbearable from a distance. It has become a spot for anti-social activities instead of serving its purpose. Women, in particular, face immense difficulty. A clean and functional public toilet is a basic necessity, not a luxury. The municipal corporation should take responsibility for its maintenance and ensure it is cleaned regularly and has a proper water supply. This is a matter of public health and dignity.",1,93
"We are facing a serious issue with biomedical waste being improperly disposed of near our homes. We often find used syringes, saline bottles, and bloody cotton swabs dumped along with regular household garbage. This is extremely hazardous and poses a significant risk of infection to the sanitation workers and the public. This waste is likely coming from a nearby clinic that is not following proper disposal protocols. The health inspector needs to investigate this matter immediately and penalize those responsible for this dangerous and illegal practice.",1,86
"The sanitation workers in our ward are not collecting garbage door-to-door as they are supposed to. They just ring a bell from the main road, and if you miss it, you are left with a pile of trash for the next day. This forces many people, especially the elderly, to dump their garbage at the street corner, creating multiple small garbage dumps. We need a more systematic and reliable collection system. The workers should be instructed to collect waste from every doorstep to ensure the locality remains clean.",1,88
"The canal that flows through our city has turned into a giant sewer. It is filled with plastic bags, industrial effluents, and raw sewage. The water is black and emits a foul smell that spreads throughout the neighboring colonies. It has become a dead water body, with no signs of aquatic life. This is a major source of pollution and disease. We need a long-term plan from the pollution control board and the city administration to clean this canal and stop the illegal discharge of waste into it. It's an environmental disaster.",1,92
There is a persistent problem of sewage water mixing with the drinking water supply in our area. The water we get from our taps often has a foul smell and a yellowish color. Many people in the neighborhood have fallen sick with stomach infections and jaundice. We are forced to buy expensive bottled water for drinking and cooking. This is a clear case of leaking sewage and water pipes that are running parallel to each other. The authorities must identify the leak and replace the old pipes on an emergency basis.,1,91
"The garbage collection vehicle in our area is not a covered one. As it moves, a lot of the trash flies out and gets scattered all over the streets. It completely defeats the purpose of cleaning. We see a trail of litter right after the truck has passed. It's an inefficient and unhygienic method of waste transportation. The municipality should deploy modern, covered compactor trucks that prevent spillage and ensure that the collected waste reaches the dumping ground without polluting the city on the way. It’s a necessary upgrade.",1,89
"A dead animal, probably a dog, has been lying on the side of the road for the past three days. It is starting to decompose, and the smell is absolutely unbearable. It's also a health hazard. We have called the municipality's helpline number multiple times, but no one has come to remove the carcass. It is a very distressing sight for everyone, especially the children. How can such a basic service be so unresponsive? We request the concerned department to please arrange for the immediate removal of the animal's body.",1,90
"The lack of public dustbins in the main market area is a huge problem. People have no option but to throw their wrappers, plastic bottles, and other small trash on the streets. The entire market looks littered and dirty by the end of the day. If the city wants to be clean, it must provide the basic infrastructure for it. Placing a sufficient number of dustbins at regular intervals would encourage people to dispose of their trash responsibly. It's a small investment that would make a big difference in maintaining cleanliness.",1,91
"The storm drain cover right in front of my house is broken. It has created a large, dangerous hole in the pavement. A child or even an adult could easily fall into it, especially at night when it's not visible. We have placed a large stone over it as a temporary warning, but we need a permanent solution. The municipal corporation needs to replace the broken slab with a new, sturdy one before someone gets seriously hurt. This is a clear safety hazard that has been neglected for weeks.",1,89
"We are facing a major problem with liquid waste being discharged from a nearby restaurant directly into our residential colony's open drain. The greasy, smelly water stagnates and attracts pests like rats and cockroaches. It’s extremely unhygienic. The restaurant should be mandated to have a proper grease trap and connect their drainage to the main sewer line, not the open surface drain. We request the health department to inspect the establishment and take strict action against this violation of sanitation norms. Our health is at stake.",1,86
"The community composting pit that was set up in our local park has been completely abandoned. It is not being managed properly and has just become another stinking pile of mixed garbage. People are throwing plastic and all sorts of non-biodegradable waste into it. The idea was good, but the execution has failed miserably. Instead of creating compost, it is creating a nuisance. The municipality either needs to revive it with proper management or remove it altogether. An unmanaged compost pit is a health hazard.",1,85
"The state of the public urinals is disgusting. They are never cleaned, there's no water, and people have stopped using them because of the filth. This forces people to relieve themselves in the open, against walls, making the entire area stink. This is a matter of public decency and hygiene. The city administration needs to ensure that these facilities are maintained properly with regular cleaning and water supply. Otherwise, their very purpose is defeated, and it contributes to the problem rather than solving it. A dedicated team for maintenance is required.",1,91
"The area under the flyover has been turned into an illegal garbage dumping ground. Every morning, we see trucks and carts coming and tipping all sorts of waste there. It includes everything from household garbage to industrial waste. The pile is growing every day, and it's a huge environmental and health concern for the thousands of people who pass by daily. The authorities must clear this dump, fence the area, and maybe beautify it to prevent this from happening again. Strict vigilance is needed to stop this illegal activity.",1,89
"Our street has not been swept by the municipal sanitation workers for over fifteen days. Layers of dust, fallen leaves, and plastic litter have accumulated everywhere. It looks like a completely neglected part of the city. We are supposed to have a sweeper assigned to our area, but he is never seen. We pay our property taxes regularly and expect basic services in return. Cleanliness is a fundamental right. We request the senior sanitation inspector to look into this matter and ensure that our street is cleaned regularly.",1,88
"The open manhole on the main road is a death trap. The cover has been missing for more than a month. It is located at a busy intersection, and anyone, especially a biker at night, could fall into it. We have tried to cover it with some branches, but a permanent solution is needed immediately. Why does it take so long for the authorities to replace a simple manhole cover? Are they waiting for a fatal accident to happen? This is criminal negligence. We demand immediate action to cover this dangerous hole.",1,92
"The segregation of waste is not happening at the source. The garbage collectors mix everything together – wet waste, dry waste, and hazardous waste. What is the point of us citizens carefully separating our garbage into different bins if it all ends up in the same truck? The entire purpose of the waste management program is defeated. The municipality needs to train its staff and provide them with compartmented vehicles to maintain segregation until the processing plant. Without this crucial step, recycling and composting efforts will never succeed.",1,88
"The children's play area in our local park is in a terrible state of disrepair. The slide has a sharp crack, the swings are rusted and have broken seats, and the merry-go-round is jammed. It has become unsafe for our kids to play there. This park is the only recreational space for children in our neighborhood. It’s heartbreaking to see it neglected like this. We request the parks and recreation department to either repair the existing equipment or install new, safe play structures for the children. Their safety should be a top priority.",2,93
"The public benches installed along the lake promenade are all broken. Most of them have broken wooden planks or rusted metal frames, making them unusable. This area is frequented by senior citizens who need a place to sit and rest during their walks. Now, they have nowhere to sit. It’s a small thing, but it greatly affects the quality of life for our elderly residents. The municipal corporation should repair or replace these benches so that people can comfortably enjoy this beautiful public space. It’s a basic amenity that needs attention.",2,91
"The public water tap in the market has been dry for months. This tap was a vital source of drinking water for hundreds of vendors, rickshaw pullers, and shoppers every day. Now, they are forced to buy expensive bottled water. In a hot climate like ours, access to free, safe drinking water is a fundamental necessity. The authorities should investigate the reason for the disruption in the water supply and restore it immediately. It's a matter of public service and basic human rights to have access to drinking water.",2,89
"The bus stop shelter near the college has a broken roof and no seating. During the heavy rains, it offers no protection, and students get drenched while waiting for the bus. On sunny days, there is no shade. It’s just a useless structure. A proper bus shelter is essential for the comfort and safety of commuters. We request the transport department to repair the roof and install benches at this busy bus stop. It would be a great help to the thousands of students and other passengers who use it daily.",2,91
"The community hall in our sector is in a state of utter neglect. The windows are broken, the walls are covered in damp patches, and the toilets are filthy. This hall was built for public functions and community gatherings, but its current condition makes it unfit for any use. It has been locked up for years and is now being used by vagrants. We urge the authorities to renovate the community hall and make it functional again. It is a valuable public asset that is currently going to waste due to lack of maintenance.",2,94
"The floodlights at the public sports ground are not working. This forces the youngsters to stop playing as soon as it gets dark in the evening. The ground, which was once a hub of activity, becomes deserted after 6 PM. Having functional lighting would extend the playing hours and allow more people, especially those who work during the day, to use the facility for sports and exercise. We request the concerned department to repair the floodlights and promote a healthy and active lifestyle among the youth. It's an investment in community health.",2,92
"The condition of the public library has deteriorated significantly. There is a shortage of chairs, many of the fans and lights do not work, and the building itself is in dire need of a paint job. The collection of books has not been updated in years. This library is an important resource for students and avid readers in our area who cannot afford to buy new books. We request the education department to allocate funds for the renovation and modernization of our public library. It's a crucial center for learning and knowledge.",2,92
"The walking track in the city's main park is in a terrible condition. It is full of cracks and uneven surfaces, making it dangerous for joggers and walkers. We have seen several elderly people trip and fall. The track is also poorly lit, making it unsafe for use in the early mornings or late evenings. A well-maintained walking track is essential for promoting fitness among citizens. We ask the horticulture department to relay the track with a proper surface and install adequate lighting along its entire length for safety.",2,89
"The public swimming pool, which is the only one in our part of the town, has been closed for the entire summer season. There has been no communication from the authorities about why it is closed or when it will reopen. This is a huge disappointment for the hundreds of children and adults who use this facility to beat the heat and for exercise. We request the sports authority to provide a clear update and take the necessary steps to make the pool operational at the earliest. It is a much-needed recreational facility.",2,93
"The fence around the local park is broken in several places. This allows stray dogs to enter the park, which is a nuisance and a safety concern for the children and walkers. The dogs often chase people and litter the area. A proper, intact fence is necessary to maintain the park as a safe and clean space for residents. We request the municipality to repair the boundary fence on a priority basis. This simple measure will significantly improve the experience for everyone who uses the park for relaxation and recreation.",2,90
The water fountain installed in the central plaza has been non-functional for years. It has now become a stagnant pool of dirty water and a breeding ground for mosquitoes. What was supposed to be a beautiful landmark is now an ugly eyesore and a health hazard. The authorities should either repair the fountain and make it operational or dismantle it and convert the space into a flower bed. Leaving it in its current state of neglect is the worst possible option for our city's main public square.,2,87
"The public toilets built for women are always locked. We see these pink-colored structures at various places in the city, but they are never open for use. This is a huge problem for women who are out for work or shopping. It defeats the entire purpose of building them. If they have been constructed, why are they not functional? The municipal corporation needs to ensure that these toilets are opened, staffed with a female attendant, and maintained properly. This is a critical issue of women's safety and hygiene.",2,88
"The ramp for wheelchair access at the government office building is too steep and has no handrails. It is practically impossible for a person with a disability to use it without assistance. This is a violation of the accessibility norms and shows a lack of sensitivity towards differently-abled citizens. All public buildings should be fully accessible. We request the authorities to reconstruct the ramp according to the prescribed standards, with a gentle slope and proper railings, to ensure barrier-free access for everyone. It's a matter of inclusivity.",2,87
"The local gymnasium, run by the municipality, has outdated and broken equipment. Many of the weight machines are rusted, and the treadmills are often out of order. This facility is a great asset for people who cannot afford expensive private gyms. However, the lack of maintenance is putting people off. We request the authorities to invest in new equipment and carry out regular maintenance to make the gym a safe and effective place for fitness enthusiasts. A small investment can have a big impact on public health.",2,87
"The signage and information boards in the city botanical garden are in a terrible state. The names of the plants are either faded or the boards are broken. It’s difficult for visitors, especially students, to learn about the different plant species. A botanical garden is supposed to be an educational space. We suggest that the garden management install new, weather-proof information plaques with details about the plants. This would greatly enhance the educational value and visitor experience of this beautiful public amenity.",2,82
"The designated area for street vendors near the metro station is completely lacking in basic facilities. There is no provision for waste disposal, no access to clean water, and no public toilets nearby. As a result, the area has become very unhygienic. These vendors provide an essential service to commuters, and they deserve a clean and organized space to conduct their business. The authorities should develop the vending zone with these basic amenities to ensure public health and a more organized market environment for everyone.",2,85
"The free public Wi-Fi service that was launched with much fanfare in the city center is a complete failure. It rarely ever connects, and even when it does, the speed is too slow to even open a webpage. This is a classic case of a good initiative being ruined by poor implementation and lack of maintenance. If the city is going to provide a public service, it should ensure that it works reliably. We request the IT department to look into the technical issues and make the public Wi-Fi a functional and useful amenity.",2,94
"The basketball court in our community park is unusable. The surface is cracked, and the hoops are bent and have no nets. The youth of our neighborhood who are interested in the sport have nowhere to play. We have a lot of talented players here, but they are being discouraged by the lack of a proper facility. We request the sports department to resurface the court and install new hoops and nets. This would provide a healthy outlet for the energy of our young people and promote sports in the community.",2,91
"The parking area designated for the public at the main market is just a dusty, uneven plot of land. There are no marked bays, no lighting, and no security. It's a chaotic mess, and people park their vehicles haphazardly, often blocking others. This leads to frequent disputes. The municipality, which charges a parking fee here, should at least provide a properly paved surface with marked parking spaces and adequate lighting. This would bring some order and safety to the parking situation and make visiting the market a more pleasant experience.",2,90
"The community garden has become overgrown with weeds and is completely neglected. The water connection has been cut, and the plants are dying. This garden was started by residents with great enthusiasm, but it needs support from the horticulture department for maintenance. It's a beautiful green space that helps improve the local environment and provides a place for community interaction. We request the authorities to restore the water supply and assign a gardener to help the residents maintain this valuable public asset. We don't want to lose this green lung.",2,90
"We are experiencing frequent and unscheduled power cuts in our area every single day. The electricity goes off for hours without any prior notification. This is causing huge problems for everyone, especially for students studying for exams and people working from home. Our electronic appliances are also getting damaged due to the voltage fluctuations when the power returns. We have been paying our bills regularly, and we deserve a stable and reliable power supply. The electricity department needs to provide a reason for these cuts and find a permanent solution.",3,90
"The electricity transformer in our colony is constantly overloaded. It makes a loud buzzing noise, and we often see sparks coming out of it, especially during the evening when the load is high. We are living in fear of a major fire or an explosion. The transformer is old and not sufficient for the number of new houses that have come up in the area. We request the power company to install a new, higher-capacity transformer to ensure the safety of the residents. This is an urgent request as it concerns our lives.",3,93
"There are several low-hanging electrical wires on our street. They are dangling dangerously close to the buildings and can be easily touched by a person from a balcony or a terrace. During the rains, the situation becomes even more precarious. This is a serious safety hazard and a tragedy waiting to happen. We have complained to the local electricity office multiple times, but no one has come to fix the issue. The wires need to be re-laid at a safe height immediately before they cause a fatal accident.",3,88
"The electricity pole right outside my house is in a dilapidated condition. It is made of concrete, but it has developed a large crack at the base and is leaning to one side. We are worried that it might fall on our house during a storm or heavy rain. It supports a lot of heavy cables and a transformer, which makes it even more dangerous. The electricity board should inspect the pole and replace it on an urgent basis. We cannot sleep peacefully at night because of this constant threat.",3,90
"We have been facing a severe low voltage problem in our locality for the past few months. The lights are always dim, and the fans move at a very slow speed. We cannot use our appliances like air conditioners or water pumps properly. This is happening even when there is no power cut. It seems to be a problem with the main supply line or the local transformer. We request the engineers from the electricity department to investigate the cause of the low voltage and rectify the problem as soon as possible.",3,92
"The streetlights in our neighborhood are on during the daytime. They are blazing in the bright sunlight, which is a criminal waste of electricity. At the same time, we are subjected to long power cuts. This is a clear case of mismanagement. The automatic timer or sensor that is supposed to control these lights is obviously faulty. The authorities should fix this system to conserve energy and ensure that electricity is used judiciously. This needs immediate attention from the maintenance department of the power corporation.",3,85
"The new digital electricity meter that was installed at my home is faulty. It is running too fast, and my electricity bill for the last month has been three times the usual amount, even though our consumption pattern has not changed. I suspect the meter is recording incorrect readings. I have lodged a complaint for a meter check, but the process is very slow. I request the electricity company to send a technician to inspect and, if necessary, replace the faulty meter. I cannot afford to pay such inflated bills.",3,90
"There is a bunch of tangled wires from various service providers like cable TV, internet, and telephone, all hanging haphazardly from the electricity poles. This creates a very ugly and cluttered look, often referred to as a 'wire spaghetti'. More importantly, it is a fire hazard. A short circuit in any of these wires could lead to a major fire, affecting the main power lines. The electricity company and the municipality should enforce proper guidelines for laying these cables through underground ducts or organized casings.",3,85
"The electricity department is conducting tree trimming work in a very unprofessional manner. They are hacking the branches indiscriminately, which is destroying the green cover of our colony. While we understand the need to trim branches near power lines for safety, it should be done scientifically, without harming the tree. We request that the department use trained personnel for this job and work in coordination with the horticulture department to ensure the health of the trees is preserved while maintaining the safety of the power lines.",3,86
"After a recent storm, a live electricity wire has snapped and fallen on the road. It is lying in a puddle of water, and sparks are coming from it. This is an extremely dangerous situation. We have tried to warn people and have blocked the area with some stones, but a permanent solution is needed immediately. We have been trying to reach the emergency helpline of the power department, but the number is continuously busy. We need an emergency response team to come and disconnect the power and repair the wire immediately.",3,92
"The road leading to the industrial area is a complete nightmare for commuters. It hasn't been repaired in years and is full of deep potholes. It causes significant damage to our vehicles and slows down the movement of goods. During the rainy season, it becomes a slushy, muddy track. This poor infrastructure affects the local businesses and is a deterrent for new investment. We urge the authorities to prioritize the resurfacing of this crucial economic artery. A good road is essential for the smooth functioning of the industries located here.",0,90
"The newly installed LED streetlights in our lane are too bright and are positioned incorrectly. The light shines directly into our windows, making it difficult for us to sleep at night. It's a constant disturbance. While we appreciate the move to energy-efficient lighting, the implementation is flawed. The angle of the lights needs to be adjusted so that they illuminate the street and not our homes. We request the concerned department to look into this issue of light pollution and make the necessary adjustments to the fixtures for the comfort of the residents.",0,93
"The pedestrian bridge over the railway tracks is in a very dangerous condition. The concrete steps are broken, and the iron railings are rusted and have come off at several points. It's used by hundreds of people daily, including school children, to cross the tracks safely. The structure feels unstable and sways when many people are on it. We fear it might collapse one day. The railway authorities or the municipal corporation needs to conduct a structural audit and carry out urgent repairs before a disaster happens. Public safety cannot be compromised.",0,92
"There is no proper signage or warning on the highway about the sharp, blind curve ahead. There have been numerous accidents at this spot, especially involving vehicles coming at high speed. A simple solution would be to install large warning signs, reflective markers, and rumbler strips well before the curve to alert drivers to slow down. The traffic police department should inspect this accident-prone spot and implement these safety measures immediately. It's a proactive step that could save many lives and prevent future accidents from occurring at this dangerous location.",0,90
The bicycle lane that was created a few years ago has been completely encroached upon by street vendors and for illegal parking. It's impossible for cyclists to use it. The lane is also poorly maintained and has potholes. The whole purpose of promoting a green mode of transport has been defeated. The authorities need to clear the encroachments and ensure that the lane is reserved exclusively for cyclists. Regular patrolling is required to prevent re-encroachment. We need to reclaim our cycling infrastructure and encourage a healthier lifestyle.,0,87
"The road surface on the main bridge has become dangerously smooth and slippery, especially during the rains. The anti-skid layer seems to have worn off completely. We have seen several two-wheelers skid and fall while trying to brake. This is a serious hazard that needs immediate attention. The public works department should apply a new anti-skid coating to the road surface to ensure better grip and prevent such accidents. The safety of the thousands of commuters who use this bridge every day is at stake.",0,85
"The storm drains along the side of the road are not covered. These open gutters are a safety hazard, especially for children playing in the street and for pedestrians at night. They are also filled with garbage and stagnant water, which leads to mosquito breeding. It's a simple civic issue that has been ignored for a long time. The municipality should cover these drains with concrete slabs to ensure pedestrian safety and improve the overall hygiene of the neighborhood. It would make our streets safer and cleaner.",0,87
"The traffic island at the center of the roundabout is completely neglected. It's just a patch of dirt with overgrown weeds. It could be turned into a beautiful green space with a small garden or a fountain, which would improve the aesthetics of the entire area. A well-maintained roundabout also helps in guiding traffic more effectively. We request the horticulture department of the city corporation to take up the beautification of this traffic island. It would be a small but significant step towards making our city more beautiful.",0,88
"The road that was dug up by the water department to lay new pipes has not been repaired properly. They have just filled the trench with loose mud and gravel. It's been over two months now. The road is uneven, and it's a very bumpy ride. The loose soil also creates a lot of dust. There seems to be no coordination between different government departments. The road construction department should ensure that any agency that digs up a road is responsible for restoring it to its original condition immediately after the work is completed.",0,94
"The lack of a designated parking area in the main market is causing traffic chaos. People park their cars and bikes on the road, which narrows the space for moving traffic and leads to constant gridlock. Finding a parking spot is a major headache for shoppers. The municipality should identify a suitable plot of land nearby and develop a multi-level parking facility. This would ease congestion, reduce pollution from idling vehicles, and make the market area more accessible and pleasant for everyone. It's a much-needed long-term solution.",0,87
"A large garbage dump has been created on the bank of the river, just outside the city. People are throwing all kinds of waste, including plastics and chemicals, directly into the river. This is poisoning our main source of drinking water and destroying the aquatic ecosystem. The pollution control board seems to be asleep. We need immediate intervention to stop this illegal dumping and to clean up the existing mess. Strict penalties should be imposed on those who are found polluting our precious water resources. This is an environmental crime.",1,90
"The community waste collection center is not being managed properly. The waste is not segregated, and it is left in the open, creating a foul smell and attracting pests. The purpose of this center was to facilitate recycling and proper waste management, but it has become a source of pollution itself. The staff needs to be trained on proper segregation and composting techniques. The center should be kept clean and organized. Otherwise, it will lose the trust of the residents, and people will go back to dumping their garbage on the streets.",1,92
"The problem of medical waste being mixed with household garbage continues unabashed. Every day, we find used masks, gloves, and sometimes even syringes in the public dustbin. This is incredibly dangerous for the sanitation workers who handle this waste with their bare hands. It also poses a huge risk of spreading infections. The local clinics and hospitals need to be audited to ensure they are following the strict protocols for biomedical waste disposal. The health authorities must take this matter very seriously and enforce the law strictly.",1,87
"The drains in our colony are never cleaned. They are choked with silt, plastic bags, and other waste. As a result, even a small amount of rain causes the dirty water to overflow onto the roads and into our homes. We are living in unhygienic conditions. The stagnant water is a breeding ground for mosquitoes, and the risk of diseases like dengue and chikungunya is very high. We demand that the municipal corporation carry out a thorough de-silting of the drains before the monsoon season arrives. This should be a routine annual activity.",1,93
"The street corners in our neighborhood have been turned into unofficial garbage dumping spots. People find it convenient to throw their trash bags here at night. These piles of garbage are an eyesore and a health hazard. The municipal corporation should clean these spots, and perhaps beautify them with some plants or a small painting on the wall to discourage people from dumping again. We also need stricter enforcement and penalties for those who are caught littering. A clean neighborhood is a shared responsibility of both citizens and the administration.",1,90
"The system for collecting hazardous household waste like used batteries, expired medicines, and broken electronic items is non-existent. People have no option but to throw them in with the regular trash. These items contain toxic chemicals that leach into the soil and water when they end up in a landfill. The city needs to set up designated collection points or organize periodic collection drives for e-waste and other hazardous materials to ensure they are disposed of safely and responsibly. It’s crucial for environmental protection.",1,84
"The garbage truck that services our area is very irregular. There is no fixed schedule, and sometimes it doesn't come for three or four days in a row. This forces us to store stinking garbage in our homes or dump it on the street. We need a reliable and predictable garbage collection service. The municipality should publish a fixed schedule for each area and ensure that the trucks adhere to it. Using a GPS tracking system on the vehicles could also help in monitoring their movement and ensuring accountability.",1,89
"The public toilet at the main bus terminal is being run by a private contractor who charges an exorbitant fee for its use. Moreover, the toilet is poorly maintained and is always dirty. Access to clean sanitation facilities should be affordable and hygienic. The municipal corporation should regulate the fees charged for the use of public toilets and ensure that the contractors maintain them to a certain standard of cleanliness. They should conduct surprise inspections to check the conditions. Public amenities should not be a means for exploitation.",1,88
"There is a huge problem with the disposal of waste from coconut vendors. They just dump the shells and other waste on the roadside, which attracts flies and creates a mess. The municipal corporation should designate specific disposal points for such vendors and ensure that they clean up their space at the end of the day. This type of trade waste needs special attention as it is voluminous and can clog drains. A little bit of regulation and enforcement can solve this problem and keep our streets clean.",1,88
"The campaign for waste segregation at source has failed in our area due to a lack of follow-through from the authorities. We diligently separate our wet and dry waste, but the collection workers mix it all up in the same truck. This is very demotivating for the residents. If the government wants citizens to participate, it must first get its own collection and processing system in order. Providing separate compartments in the collection vehicles is the first basic step that is missing. We need a system that respects the efforts of the citizens.",1,93
"The equipment in the open-air gym in our park is broken and has become a safety hazard. A piece of the leg press machine is jutting out with a sharp edge, and the pull-up bar is loose. These gyms are a wonderful initiative for public health, but they need regular maintenance. An injury caused by faulty equipment would be a major setback. We request the concerned department to conduct a safety inspection of all the equipment and repair or replace the broken parts immediately. The well-being of the users is paramount.",2,91
"The public drinking water cooler installed at the city park is not working. It's been out of order for the entire summer. People, especially children and the elderly who come to the park, have no access to drinking water. They are forced to buy plastic water bottles, which adds to the litter problem. Providing access to safe drinking water in public spaces is a basic service that the municipality should ensure. We request the authorities to repair the water cooler as soon as possible. It's a small but important amenity for the public.",2,93
"The reading room at the public library is always overcrowded, and there are not enough chairs and tables for everyone. Many students who come here to study for competitive exams have to sit on the floor or go back home. The library needs to be expanded, or at least, the existing space should be utilized more efficiently with better furniture. We request the administration to look into this issue and provide adequate infrastructure for the aspiring students of our city. A good study environment is essential for their success.",2,89
"The public notification board in the center of the town, which is meant for displaying important public notices and information, is in a state of neglect. It is covered with old, torn posters and unauthorized advertisements. The glass cover is broken, and it is not locked. It is not serving its purpose of communicating official information to the citizens. The local administration should repair this board and ensure that it is used only for its intended purpose. It can be a vital tool for public communication if maintained properly.",2,89
"The boat club at the city lake, which is a popular recreational facility, has very poor safety standards. They do not provide proper life jackets for everyone, and the ones they have are old and torn. The boats themselves seem poorly maintained. We are concerned about the safety of the people who go for boating here. The authorities should conduct a safety audit of the boat club and enforce strict safety regulations, including the mandatory use of certified life jackets for all. Safety should be the number one priority in such recreational activities.",2,93
"The designated space for senior citizens in the community park is not well-maintained. The benches are broken, and the area is not shaded properly from the sun. It's also not kept clean. Our elders deserve a comfortable and clean space where they can relax and socialize. We request the park authorities to install new benches, plant some shade-giving trees, and ensure the area is cleaned regularly. It would be a small gesture of respect and care for the senior members of our community who have contributed so much.",2,88
"The public art installation, a beautiful sculpture in the main city square, is covered in dust and bird droppings. It has not been cleaned or maintained in years. What was once a piece of beauty that instilled civic pride is now a symbol of neglect. Public art needs to be maintained to preserve its aesthetic value. We request the city's cultural department to arrange for the regular cleaning and maintenance of this and other public art installations across the city. Let's not allow our cultural assets to decay.",2,88
"The public announcement system at the central bus station is not working properly. The announcements are often unclear, and sometimes the system doesn't work at all. This causes a lot of confusion for passengers, especially those who are from out of town or are illiterate. They miss their buses and have to face a lot of hardship. A clear and functional public address system is a basic requirement for any transport hub. The transport authorities should repair or upgrade the system to ensure smooth communication with the passengers.",2,88
"The tourist information center located near the historical monument is always closed. Tourists who visit our city have no place to get authentic information, maps, or guidance. This reflects very poorly on our city's tourism management. The center should be staffed and kept open during visiting hours. It can play a crucial role in promoting tourism and providing a better experience for visitors. We request the tourism department to make this facility functional and help visitors explore our city's heritage in a more organized way.",2,85
"The fire hydrants in our commercial area seem to be non-functional. They are rusted, and some are even blocked by illegal constructions. In case of a fire emergency, the fire brigade will not have access to a ready source of water. This is a massive safety risk for the entire market. The fire department and the municipality should conduct a survey of all the fire hydrants in the city, ensure they are in working condition, and remove any encroachments around them. This is a critical piece of emergency infrastructure that cannot be neglected.",2,93
"The power supply to the streetlights is erratic. On some nights, the lights don't come on at all, plunging the entire street into darkness. On other days, as I've seen today, they remain on well into the afternoon. This inconsistency suggests a problem with the automated control system. It's not only a safety concern during the nights but also a significant waste of precious electricity during the day. We request the power distribution company to inspect the system and ensure it functions reliably, turning the lights on at dusk and off at dawn.",3,93
"A new high-rise building is being constructed in our area, and the electricity load has increased significantly. However, the old transformer has not been upgraded. As a result, we are facing frequent tripping and low voltage issues, especially in the evenings. Our appliances are at risk of getting damaged. The power company should have planned for this and upgraded the infrastructure before giving the new connection. We request them to install a transformer with adequate capacity to handle the increased load and provide a stable power supply to all residents.",3,90
"The electricity bill that we received this month is completely inaccurate. It shows a consumption of 2000 units, whereas our average consumption is around 300 units. There is clearly a mistake in the meter reading or the billing process. We have tried to contact customer service, but the waiting times are too long. We cannot pay this exorbitant amount. We request the electricity company to re-check the meter reading and issue a corrected bill immediately. This kind of error causes a lot of stress and financial hardship for the consumers.",3,90
"The insulation on the main power cable passing through our street has worn off in several places, and the live wires are exposed. This is extremely dangerous, especially since the cable passes over a children's play area. A bird or a monkey could cause a short circuit, or the wire could snap and fall. We have been living with this fear for months. The electricity company needs to replace this old, damaged cable with a new, properly insulated one on an emergency basis. The safety of our children is at stake.",3,91
"During the recent thunderstorm, the power supply to our entire block was cut off. While the power has been restored to all other areas, our block is still in darkness for the past 48 hours. We have made numerous calls to the helpline, and each time we are told that the team is working on it. We are running out of drinking water as the water pumps are not working. Our food in the refrigerator has spoiled. We need the electricity department to give us a clear timeline for restoration and expedite the repair work.",3,95
